id,name,category,city,country,latitude,longitude,website,email,phone,social,verified
426,Onodera User Run Philippines-Cebu Center,Other,Cebu City,Philippines,10.3215617,123.9096377,https://web.facebook.com/OnoderaUserRunPhilippines.CebuCenter,,+63 926 416 2071,,False
427,Aura Qatar,Other,Doha,Qatar,25.2798957,51.5106174,https://www.auraqatar.com/,,+974 5060 2802,,False
428,Aura Retail,Other,Doha,Qatar,25.2874256,51.5463227,http://www.aura-retail.com/,,+974 4429 2220,,False
429,Aura Hospitality Head Office,Other,لوسيل,Qatar,25.3886489,51.5232956,,,,,False
430,Aura Hospitality,Other,Lusail,Qatar,25.3843659,51.52230059999999,https://auragroup-intl.com/,,+974 4429 2222,,False
431,Aura,Other,Riyadh,Saudi Arabia,24.6911875,46.6693125,http://www.auraliving.com/,,+966 11 281 3502,,False
432,Aura Production & Event Management,Other,Riyadh,Saudi Arabia,24.7104677,46.6723059,http://www.aurapro.me/,,+966 50 215 5637,,False
433,Aura Warehouse,Other,الرياض,Saudi Arabia,24.6086873,46.8471371,https://www.auraliving.com/sa,,+966 800 100 0263,,False
434,AURA,Health & Wellbeing,الرياض,Saudi Arabia,24.7432925,46.64496459999999,https://www.aurasaudi.com/,,+966 55 120 8211,,False
435,Aura Interactive,Other,Riyadh,Saudi Arabia,24.6979797,46.7812159,https://www.aurainteractive.sa/,,+966 55 077 1313,,False
436,auraarabia,Other,الرياض,Saudi Arabia,24.8661534,46.6627194,https://www.auraarabia.sa/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=13846496737059344232,,+966 50 819 3862,,False
437,Aurora,Other,Riyadh,Saudi Arabia,24.6933279,46.6707342,,,+966 11 281 1888,,False
438,Aura Luxury Ladies Gym,Health & Wellbeing,Jeddah,Saudi Arabia,21.7715426,39.0985395,https://www.auracenters.com/,,+966 9200 16179,,False
439,Aura Elite Ladies Fitness Gym,Health & Wellbeing,Jeddah,Saudi Arabia,21.5825381,39.110211,,,+966 9200 16179,,False
440,Aura Concept Store | اورا كونسبت ستور,Creative Industries,Jeddah,Saudi Arabia,21.5584247,39.1456838,,,+966 56 600 4972,,False
441,Aura,Other,Jeddah,Saudi Arabia,21.6282017,39.11152269999999,,,+966 12 215 1362,,False
442,Aura Junior Luxury,Other,Jeddah,Saudi Arabia,21.7714138,39.0984678,,,+966 50 622 4228,,False
443,Aura.,Other,جدة,Saudi Arabia,21.5605961,39.1406539,,,,,False
444,Aura Group,Other,Singapore,Singapore,1.2850214,103.8500341,http://www.aura.co/,,+65 6202 9602,,False
445,Aura Partners (Singapore) Pte Ltd,Creative Industries,Singapore,Singapore,1.2849805,103.8500479,https://aurapartners.com.sg/,,+65 8113 5989,,False
446,The AuraChakra Company,Other,Singapore,Singapore,1.3124678,103.9232359,http://theaurachakracompany.com/,,+65 6449 9959,,False
447,Company Registration Singapore - Aura Partners Singapore,Creative Industries,Singapore,Singapore,1.2850214,103.8500341,https://aurapartners.com.sg/company-registration/,,+65 8113 5989,,False
448,Aura,Other,Singapore,Singapore,1.2801473,103.8539926,,,+65 9225 1405,,False
449,AURA Clinic (Orchard) Ultherapy | Thermage | Fillers | Botulinum Toxin | Skin Boosters | Hydrafacial,Health & Wellbeing,Singapore,Singapore,1.3066492,103.8295057,https://auramedical.sg/,,+65 8666 6306,,False
450,AURAS SPACE PTE LTD,Health & Wellbeing,Singapore,Singapore,1.3376502,103.9486247,http://www.auras2space.com.sg/,,+65 6284 3822,,False
451,Aura World Pte. Ltd.,Other,Singapore,Singapore,1.2814095,103.8510185,https://www.auraworld.com.sg/,,+65 6011 9728,,False
452,Aura Prestige Pte. Ltd.,Other,Singapore,Singapore,1.2852668,103.81157,http://aura-prestige.com/,,+65 6493 0001,,False
453,Club AURA,Other,Singapore,Singapore,1.3075862,103.8279836,,,,,False
454,AURA Medical Aesthetics,Health & Wellbeing,Singapore,Singapore,1.3114782,103.7937223,https://auramedical.sg/,,+65 8666 6306,,False
455,Aura Tea Singapore,Other,Singapore,Singapore,1.3207285,103.7474023,,,+65 8884 3129,,False
456,3D AURA Pte Ltd,Other,Singapore,Singapore,1.3775135,103.875933,http://www.3daura.com.sg/,,+65 8290 4413,,False
457,Studio Aura Design Pte Ltd,Creative Industries,Singapore,Singapore,1.2817731,103.8211993,https://www.studioaura.com.sg/,,+65 9777 0459,,False
458,Aura Studio,Creative Industries,Singapore,Singapore,1.3108941,103.8538647,https://www.aurastudiosg.com/,,+65 8613 1490,,False
459,Kang Li Mineral Kingdom Pte Ltd 康丽风水,Other,Singapore,Singapore,1.3017128,103.8546024,http://www.kangli.asia/,,+65 6337 7732,,False
460,Aura Nur Aesthetic,Health & Wellbeing,Singapore,Singapore,1.3137975,103.7714733,http://www.auranur.com/,,+65 9640 5153,,False
461,AURA Clinic (Holland Village) Skin Boosters | Ultherapy | Pico Laser | RF Microneedling | Derma Fillers | Hydrafacial,Health & Wellbeing,Singapore,Singapore,1.3114782,103.7937223,https://auramedical.sg/,,+65 8666 6306,,False
462,Aurora Asia Pacific Pte Ltd,Other,Singapore,Singapore,1.3176923,103.8942719,https://auroraap.com.sg/,,+65 6817 9640,,False
463,Aura International Pte Ltd,Other,Singapore,Singapore,1.3459866,103.9530864,,,+65 6783 7733,,False
464,Aurora International (Singapore) Pte Ltd,Other,Singapore,Singapore,1.3276131,103.8737143,https://www.aurora.com.sg/,,+65 6841 6641,,False
465,True Aura,Health & Wellbeing,Singapore,Singapore,1.2923407,103.8508826,https://true-aura.asia/,,+65 9761 4198,,False
466,Aura Codings,Other,Singapore,Singapore,1.343245,103.886262,http://auracodings.com/,,+65 9682 4124,,False
467,AURASTONE PTE LTD,Other,Singapore,Singapore,1.4412434,103.7828822,http://aurastone.com.sg/,,+65 6363 0998,,False
468,Aurablush Wedding Gallery,Creative Industries,Singapore,Singapore,1.4351696,103.8048721,,,+65 9324 6797,,False
469,Hongdae Club Aura,Other,,South Korea,37.5523115,126.9219166,https://www.facebook.com/Clubaura2016,,+82 10-6667-6460,,False
470,AURA,Other,,South Korea,37.53687439999999,126.8556867,,,,,False
471,Club Aura 2,Other,,South Korea,37.5508919,126.9216173,,,,,False
472,AURA,Other,,South Korea,37.5147541,126.8989475,,,+82 10-8031-6677,,False
473,AURA,Other,,South Korea,37.558086,126.9454493,,,+82 2-312-9064,,False
474,AURA,Other,,South Korea,37.5056486,127.0031257,,,+82 2-536-4151,,False
475,aura,Other,Gimhae-si,South Korea,35.1853366,128.7982742,,,,,False
476,Aura Solutions (Pvt) Ltd,Other,Colombo,Sri Lanka,6.8797991,79.8818174,http://www.aura.lk/,,+94 112 810 822,,False
477,Aura Insights (Pvt) Ltd,Other,Colombo,Sri Lanka,6.936521,79.8448875,https://aurainst.com/,,+94 77 700 4417,,False
478,Aura Lanka Security Solutions,Other,Malabe,Sri Lanka,6.896990199999999,79.94844309999999,,,+94 112 072 844,,False
479,Aura Integrated (Pvt) Ltd,Other,Sri Jayawardenepura Kotte,Sri Lanka,6.907864600000001,79.8960085,,,+94 77 630 3044,,False
480,Aura Holdings (Pvt) Ltd - Head Office,Other,Colombo,Sri Lanka,6.8922054,79.9938112,,,+94 112 488 785,,False
481,Aura Online Store,Other,Dehiwala-Mount Lavinia,Sri Lanka,6.8665059,79.8669555,,,+94 76 247 4933,,False
482,Aura tech solutions,Other,Dehiwala-Mount Lavinia,Sri Lanka,6.8685404,79.88341659999999,http://www.aura.lk/,,+94 112 827 216,,False
483,Alokadahara,Health & Wellbeing,Kohuwala,Sri Lanka,6.868388299999999,79.88238539999999,https://www.alokadahara.lk/,,+94 77 455 4791,,False
484,Aura - The Beauty Salon,Health & Wellbeing,Colombo,Sri Lanka,6.8892653,79.87291549999999,,,+94 71 530 5753,,False
485,Aurora Gallery,Creative Industries,Damascus,Syria,33.5207268,36.3163484,,,+963 992 609 682,,False
486,Aurabydina,Other,Damascus,Syria,33.5165875,36.2791719,,,+963 958 888 313,,False
487,"Auras Technology Co., Ltd.",Other,,Taiwan,25.0622692,121.4516829,http://www.auras.com.tw/,,+886 2 8990 1653,,False
488,S.aura Hotel & Banquet,Accommodation,,Taiwan,25.0839847,121.5603662,http://www.saurahotel.com.tw/,,+886 2 8502 3955,,False
489,Aura Estate,Other,Dushanbe,Tajikistan,38.5632157,68.79097639999999,https://aura.tj/,,+992 94 531 3131,,False
490,Aura,Other,Dushanbe,Tajikistan,38.58022649999999,68.79399839999999,,,+992 93 446 2222,,False
491,Aura Health Complex,Health & Wellbeing,Dushanbe,Tajikistan,38.55768610000001,68.7881252,https://dushanbe.rg.tj/massage/232417,,+992 88 877 6667,,False
492,Aura Bangkok Clinic Sathon สาทร,Health & Wellbeing,,Thailand,13.7231421,100.5300877,http://aurabangkokclinic.com/,,+66 2 026 5681,,False
493,Aura Bangkok Clinic Siam สยาม,Health & Wellbeing,,Thailand,13.7452121,100.5338857,https://www.aurabangkokclinic.com/,,+66 2 024 2222,,False
494,Aura Productions (Thailand),Creative Industries,,Thailand,13.7171133,100.5792321,http://www.auramgmt.com/,,+66 96 830 0007,,False
495,Aura Bangkok Clinic Thonglor ทองหล่อ,Health & Wellbeing,,Thailand,13.7307595,100.5857906,https://www.aurabangkokclinic.com/,,+66 2 026 5686,,False
496,Aura Wellness,Health & Wellbeing,,Thailand,13.7226218,100.5303696,https://arwn.co/,,+66 2 024 2222,,False
497,"Aura Group International Co., Ltd. (AGI)",Other,,Thailand,13.7109461,100.5362334,http://auramedia.com/,,+66 2 115 3111,,False
498,Aura Bangkok Clinic Bangkae บางแค,Health & Wellbeing,,Thailand,13.7112189,100.4086834,http://facebook.com/aurabangkokclinic,,+66 2 026 5683,,False
499,AURASOL Wellness & Spa - Thai Massage,Health & Wellbeing,,Thailand,13.7230333,100.5302122,http://aurasol.co/,,+66 2 026 3888,,False
500,บริษัท ออโรร่า ดีไซน์ จำกัด,Other,,Thailand,13.6788737,100.6202553,https://www.aurora.co.th/,,+66 2 749 4949,,False
501,Aura Solution Company Limited,Other,ตำบล รัษฎา,Thailand,7.8833344,98.3681373,https://www.aura.co.th/,,+66 80 421 2345,,False
502,Aurapedia,Other,,Thailand,7.867960800000001,98.36114549999999,https://www.aurapedia.org/,,+66 80 421 2345,,False
503,Aura Nimman,Other,,Thailand,18.7983066,98.9684882,https://www.facebook.com/AuraNimman?mibextid=LQQJ4d,,,,False
504,Aura Herb,Other,,Thailand,18.7862342,98.9903856,https://www.instagram.com/auraherb14,,+66 92 623 2326,,False
505,D'Ritz Table,Other,Dili,Timor-Leste,-8.5510037,125.5886819,https://instagram.com/dritztable?igshid=YmMyMTA2M2Y=,,+670 7510 0000,,False
506,Aura SAHNE,Other,,Türkiye,39.9782757,32.6856916,,,+90 543 171 25 40,,False
507,Aura Evleri,Other,,Türkiye,39.9028835,32.8088435,,,,,False
508,Aura,Other,,Türkiye,39.9468074,32.768105,https://crowneplazaankarahotel.com/restaurant,,+90 312 320 00 77,,False
509,AURA WELLNESS GÜZELLİK MERKEZİ,Health & Wellbeing,,Türkiye,39.9196839,32.851588,https://www.auraguzelliksalonu.com/,,+90 533 529 29 08,,False
510,Aura Design Studio Mimarlık,Creative Industries,,Türkiye,39.8868501,32.704308,https://www.aurads.com/,,+90 312 235 45 88,,False
511,Aura Uniques,Other,,Türkiye,39.9019638,32.8671666,,,+90 506 830 98 48,,False
512,Aura endüstriyel,Other,,Türkiye,39.97649,32.745213,,,,,False
513,AURA İletisim Sanatları,Other,,Türkiye,39.924341,32.8510007,,,+90 533 682 01 00,,False
514,Aura Medya,Other,,Türkiye,39.894754,32.8576089,http://www.auramedya.com/,,+90 538 541 33 14,,False
515,Aura Belgelendirme Doğrulama Sera Gazı Doğrulayıcı Kuruluş,Other,,Türkiye,39.8859225,32.8177827,http://www.seragazidogrulama.com/,,+90 312 473 78 73,,False
516,X Aura Global Sıhhiye,Health & Wellbeing,,Türkiye,39.927642,32.8527171,,,+90 850 466 2872,,False
517,AURA İstanbul,Other,,Türkiye,41.0431502,29.0061898,http://aura-istanbul.com/,,+90 212 261 41 00,,False
518,AURA,Other,,Türkiye,41.0838701,28.984163,,,+90 533 523 83 32,,False
519,Aura Sağlık Hizmetleri Tic. Ltd. Şti.,Other,,Türkiye,41.0610927,28.9708782,http://www.involipo.com/,,+90 212 220 67 47,,False
520,Propa Aura,Other,,Türkiye,40.91206589999999,29.1972529,,,,,False
521,Aura Coffee & Bakery,Other,,Türkiye,41.0486356,28.9212461,https://aura-coffee.com/,,+90 531 778 00 38,,False
522,AURA DIŞ TİCARET VE DANIŞMANLIK,Other,,Türkiye,41.0331369,28.9129082,,,+90 212 612 32 88,,False
523,Aura Portföy Yönetimi A.Ş.,Other,,Türkiye,41.080805,29.010371,http://www.auraportfoy.com.tr/,,+90 212 909 12 70,,False
524,Aura Restoran,Other,,Türkiye,41.04210399999999,29.0776209,https://aurarestoran.com/,,+90 506 382 28 72,,False
525,Aura Pırlanta,Other,,Türkiye,41.0102207,28.9742386,http://aurapirlanta.com/,,+90 533 230 35 97,,False
526,Aura Turizm İnşaat Ltd. Şti.,Other,,Türkiye,41.0060189,28.86248389999999,http://www.aura-tour.com/,,+90 212 516 95 00,,False
527,Blue Aura Gift Shop,Other,,Türkiye,41.0048466,28.9707646,,,+90 532 789 60 94,,False
528,Aura Design,Creative Industries,,Türkiye,41.0780249,29.027106,,,+90 533 512 25 40,,False
529,Aura Mimarlık,Other,,Türkiye,41.016769,28.8042857,https://auramimarlik.com.tr/,,+90 535 521 73 39,,False
530,Aura Mimarlık,Other,,Türkiye,41.0136865,28.9026375,,,+90 544 249 77 23,,False
531,Aura Balat,Other,,Türkiye,41.026789,28.957657,,,+90 530 129 37 21,,False
532,AURA INNOVATION,Other,,Türkiye,41.0775225,29.0215485,https://aurain.com.tr/,,+90 505 904 59 97,,False
533,Vasıf Özsoy,Other,,Türkiye,40.9675809,29.0929063,,,,,False
534,Aura Invest Group,Other,,Türkiye,41.0813148,29.0862832,,,+90 216 465 60 55,,False
535,My Aura Beauty,Health & Wellbeing,,Türkiye,40.9955696,28.8862861,https://www.myaurabeauty.com/,,+90 541 510 22 52,,False
536,EURORA İÇ VE DIŞ TİC.LTD.ŞTİ.,Other,,Türkiye,40.9095991,29.21050169999999,http://eurora.com.tr/,,+90 544 112 13 12,,False
537,Aura Kozmetik Anonim Şirketi,Other,,Türkiye,41.041023,28.8657622,,,,,False
538,AURA marketing,Other,Abu Dhabi,United Arab Emirates,24.4563007,54.33858859999999,,,+971 50 269 4243,,False
539,Aura Wellness - Studio & Cafe,Health & Wellbeing,Abu Dhabi,United Arab Emirates,24.4969263,54.4076961,https://aurawellness.ae/,,+971 58 590 3048,,False
540,AURO Cafe at Warehouse421,Other,Abu Dhabi,United Arab Emirates,24.5178005,54.3704021,http://www.aurocoffee.com/,,+971 50 126 6793,,False
541,AURA GENERAL CONTRACTING LLC,Other,Abu Dhabi,United Arab Emirates,24.3404327,54.5356775,https://www.auramanpower.com/,,+971 2 621 0077,,False
542,Aura Health Solutions,Health & Wellbeing,دبي,United Arab Emirates,25.069954,55.13708099999999,https://www.aurahealth.ae/,,+971 58 589 9211,,False
543,Aura Business Services | Business Setup Consultants,Other,دبي,United Arab Emirates,25.251648,55.3087831,https://www.aurabusinessservices.com/,,+971 58 599 3769,,False
544,AURA GROUP,Other,Dubai,United Arab Emirates,25.1920303,55.2663995,,,+971 55 552 7103,,False
545,AURA HOSPITALITY,Other,Dubai,United Arab Emirates,25.2089141,55.27153,http://aurahospitalitys.com/,,+971 56 544 2111,,False
546,Aurora Events,Event Management,Abu Dhabi,United Arab Emirates,24.4353946,54.4528159,https://auroraevents.org/,,+971 50 486 6909,,False
547,شركة اورا لتنظيم المعارض و الفعاليات,Other,Abu Dhabi,United Arab Emirates,24.490761,54.3624304,,,+971 2 666 2225,,False
548,Aurora Events,Event Management,أبو ظبي,United Arab Emirates,24.498242,54.37052,,,,,False
549,AURA SKYPOOL Dubai,Other,Dubai,United Arab Emirates,25.114025,55.14028829999999,https://www.auraskypool.com/,,+971 4 566 2121,,False
550,Aura Events,Event Management,Dubai,United Arab Emirates,25.1594378,55.25232330000001,https://www.instagram.com/auraevents.ae/,,+971 58 975 8971,,False
551,Aura Interiors LLC,Other,دبي,United Arab Emirates,24.9913813,55.0985691,http://aurainteriors.ae/,,+971 55 789 4612,,False
552,aura,Other,Dubai,United Arab Emirates,25.1073285,55.22472579999999,https://auraliving.com/,,+971 4 346 0877,,False
553,Aura Ventures Consultancy,Other,Dubai,United Arab Emirates,25.1855274,55.26518009999999,https://auraventures.ae/,,+971 50 284 3509,,False
554,Aura Capital Real Estate,Cities & Developments,Dubai,United Arab Emirates,25.2217798,55.2808347,https://auracapital.ae/,,+971 4 884 2933,,False
555,Aura Collection,Other,دبي,United Arab Emirates,25.0965351,55.169236,https://auradubai.com/,,+971 58 510 1466,,False
556,Aura Interior Decoration,Other,Dubai,United Arab Emirates,25.1883909,55.2715329,http://www.aurainteriordecoration.com/,,+971 54 544 0504,,False
557,Aura Energy Technical Services LLC.,Other,دبي,United Arab Emirates,25.1853458,55.3612714,https://www.auraenergytechnical.com/,,+971 55 924 3898,,False
558,Aura Group,Other,Dubai,United Arab Emirates,25.2562202,55.3017248,https://auragroup.ae/,,+971 4 272 4561,,False
559,Aura Systems LLC,Other,دبي,United Arab Emirates,25.2532465,55.3287747,http://www.aurasystem.net/,,+971 4 354 5402,,False
560,AURA 919,Other,Dubai,United Arab Emirates,25.1887202,55.2666118,https://aura919.com/,,+971 55 335 4766,,False
561,AURA by Grovy,Other,دبي,United Arab Emirates,25.0504635,55.2061966,http://www.grovy.ae/,,+971 4 232 3224,,False
562,AURA ELEGANCE,Other,Dubai,United Arab Emirates,25.1089177,55.3820604,http://www.aurainfinite.ae/,,+971 4 452 5764,,False
563,aura,Other,Dubai,United Arab Emirates,25.1969533,55.2783478,https://auraliving.com/,,+971 58 995 6393,,False
564,Auratech LLC,Other,Dubai,United Arab Emirates,25.1116592,55.2059625,http://www.auratech.ae/,,+971 4 575 4948,,False
565,Aura Tourism Dubai,Other,دبي,United Arab Emirates,25.2787504,55.3309556,https://www.auratourismdubai.com/,,+971 56 431 3931,,False
566,Aura Ventures Real Estate LLC,Cities & Developments,Dubai,United Arab Emirates,25.1855286,55.2651587,https://auraventures.ae/,,+971 50 284 3509,,False
567,Aura Designs Dubai,Creative Industries,Dubai,United Arab Emirates,25.1279484,55.3862638,https://www.behance.net/auradesigns5,,+971 55 572 6484,,False
568,Aura Technologies Ltd,Other,Dubai,United Arab Emirates,25.2144801,55.2762118,https://aurainsure.tech/,,,,False
569,VIBGYOR Turnkey Projects Cont. LLC - Aura Aroma,Other,Dubai,United Arab Emirates,25.2659619,55.3827229,http://www.auraaer.com/,,+971 56 928 0281,,False
570,Future Aura,Other,Dubai,United Arab Emirates,25.1815668,55.27151019999999,,,+971 55 974 7831,,False
571,Aurora Tower,Other,Dubai,United Arab Emirates,25.0906985,55.1528333,https://auroradxb.com/,,+971 4 427 8129,,False
572,Aura International FZ LLC,Other,Dubai,United Arab Emirates,25.091079,55.15351399999999,,,+971 4 368 1825,,False
573,Blue Aura Enterprise LLC,Other,Dubai,United Arab Emirates,25.099663,55.1772512,https://www.blueauraenterprise.com/,,+971 50 451 5769,,False
574,Aura,Other,Dubai,United Arab Emirates,25.0270913,55.2278454,,,+971 52 532 8538,,False
575,Aura Elite,Other,Dubai,United Arab Emirates,25.1235291,55.3757387,,,,,False
576,Aura Solution Company Limited,Other,Dubai,United Arab Emirates,25.2244785,55.2877192,http://www.aurasolutioncompanylimited.com/,,+971 50 772 0618,,False
577,Company Aura Uzbekistan,Other,Tashkent,Uzbekistan,41.35565070000001,69.30689439999999,http://roboclean.uz/,,+998 55 503 44 66,,False
578,AURA,Other,Тоshkent,Uzbekistan,41.2952219,69.2889641,,,+998 71 205 00 16,,False
579,Aura,Health & Wellbeing,Tashkent,Uzbekistan,41.34349520000001,69.2728813,,,+998 71 226 71 18,,False
580,Aura Elite Salon,Health & Wellbeing,Тоshkent,Uzbekistan,41.2988828,69.2696095,,,+998 71 252 55 44,,False
581,AURA Tashkent Service,Other,Тоshkent,Uzbekistan,41.3557361,69.3072595,,,+998 99 087 84 82,,False
582,Aura Consulting Uzbekistan,Other,Тоshkent,Uzbekistan,41.3556077,69.28786579999999,http://t.me/auraconsulting_admin,,+998 90 990 25 90,,False
583,Aura cafe,Other,Tashkent,Uzbekistan,41.2988692,69.2695445,,,,,False
584,Aura Lighting,Other,Тоshkent,Uzbekistan,41.3362715,69.3234019,http://www.auralighting.uz/,,+998 95 901 40 40,,False
585,Aura Korean Salon,Health & Wellbeing,Тоshkent,Uzbekistan,41.2964428,69.2679814,,,,,False
586,Aura Cocktail Bar,Other,,Vietnam,21.0284627,105.8495985,https://www.facebook.com/theaura.cocktailbar?mibextid=LQQJ4d,,+84 948 010 121,,False
587,Công ty cổ phần tập đoàn thương mại aura,Other,,Vietnam,21.0374035,105.8738245,https://sun-group.info/,,+84 921 519 999,,False
588,Aura,Health & Wellbeing,,Vietnam,20.9752462,105.8121925,https://auraclub.vn/,,+84 24 7778 6866,,False
589,Aurora Premium - A Lifestyle Hotel,Health & Wellbeing,,Vietnam,21.0324187,105.8538952,https://aurorahotels.vn/premium-hangbe,,+84 24 3936 2345,,False
590,Aura Capital JSC,Other,,Vietnam,10.7687059,106.7019031,https://aura.vn/,,+84 904 203 868,,False
591,Aura Media,Creative Industries,,Vietnam,21.0166506,105.8239313,,,+84 985 384 495,,False
592,Aurora Vietnam,Other,,Vietnam,21.0055615,105.8037011,http://auroravietnam.co/,,+84 964 831 239,,False
593,Aurora Travel & DMC,Other,,Vietnam,21.0236748,105.8415921,http://auroratravel.asia/,,+84 24 3747 2597,,False
594,Aura Clinic Q1,Health & Wellbeing,,Vietnam,10.7911852,106.6968906,https://auraclinic.vn/,,+84 1900 633323,,False
595,Aura Clinic Q7,Health & Wellbeing,,Vietnam,10.7331836,106.7082737,https://auraclinic.vn/dich-vu-kr/,,+84 1900 633323,,False
596,Aura Network,Other,,Vietnam,10.7765795,106.7490636,https://aura.network/,,+84 869 579 588,,False
597,Công Ty Cổ Phần Aura Capital,Other,,Vietnam,10.7449908,106.6978285,,,,,False
598,Aurora Saigon,Other,,Vietnam,10.8037163,106.7349952,https://www.aurorasaigon.com/,,+84 344 700 879,,False
599,AURA Vietnam,Other,,Vietnam,10.8550391,106.6164839,,,,,False
600,AURA Beauty - Natural & Organic,Health & Wellbeing,,Hong Kong,22.3088856,114.225174,https://www.aura.com.hk/,,+852 9011 0773,,False
601,Aurra Collection HK,Other,,Hong Kong,22.3031456,114.1730338,http://www.aurra.hk/,,+852 6178 3542,,False
602,Aura Labs,Other,,Hong Kong,22.4248015,114.211659,https://www.auralabs.com.hk/,,+852 3422 8808,,False
603,Aura Employment Agency,Other,,Hong Kong,22.2779916,114.1710832,,,+852 2573 6463,,False
604,AURA Skin & Beauty Center HK,Health & Wellbeing,,Hong Kong,22.2837975,114.1924124,https://aurabeauty.hk/,,+852 9696 3627,,False
605,Aura Art,Creative Industries,,Hong Kong,22.2811382,114.1541329,http://www.auraart.hk/,,+852 2886 2359,,False
606,Health Aura,Health & Wellbeing,,Hong Kong,22.278644,114.186537,https://oir.centanet.com/new-property/health-aura/6bdd837a-ec5d-4c7e-9a00-ed294ccf1a1c/,,,,False
607,Aura Physiotherapy and Wellness Centre,Health & Wellbeing,,Hong Kong,22.2785991,114.1864868,http://www.auraphysiogroup.com/,,+852 2889 2261,,False
608,Aurora,Other,,Macao,22.1618034,113.5549753,https://www.altiramacau.com/tc/dining/aurora#All,,+853 2886 8868,,False
609,Altira Macau,Health & Wellbeing,,Macao,22.161886,113.5550964,https://www.altiramacau.com/?utm_source=google_GMB&utm_medium=organic&utm_campaign=GMB,,+853 2886 8888,,False
610,38 Lounge 38酒廊,Event Management,,Macao,22.1615346,113.5548928,https://www.altiramacau.com/tc/dining/38-Lounge#All,,+853 2886 8868,,False
611,Macau Lifestyle Media Ltd.,Creative Industries,,Macao,22.1914432,113.5393305,http://www.macaulifestyle.com/,,,,False
612,YOHO Treasure Island Resorts World Hotel,Accommodation,,Macao,22.1872659,113.5427892,https://www.treasureislandresortsworld.com/,,+853 2899 3300,,False
613,The Ritz-Carlton Bar & Lounge,Event Management,,Macao,22.1463913,113.5547083,https://www.ritzcarltonbarandloungemacau.com/,,+853 8886 6712,,False
614,Aura Roboclean Albania,Health & Wellbeing,Tiranë,Albania,41.328755,19.8151473,https://aura.al/,,+355 69 207 7222,,False
615,AURA COMPLEX,Other,Tiranë,Albania,41.3369205,19.7952372,,,+355 68 585 5221,,False
616,Aura Medical Clinic,Health & Wellbeing,Tiranë,Albania,41.3362981,19.7901819,https://auramedicalclinic.al/,,+355 69 216 0148,,False
617,AURA Beauty Lab,Health & Wellbeing,Tiranë,Albania,41.3376019,19.8036286,,,+355 69 788 8242,,False
618,Aura Beauty Center,Health & Wellbeing,Tiranë,Albania,41.3211233,19.8244884,,,+355 69 516 9420,,False
619,AURA LUXE CREATIONS ALBANIA (LIGHTS & SOUND),Other,Tiranë,Albania,41.3299258,19.8586196,,,+355 68 402 0111,,False
620,Aura Espai,Health & Wellbeing,Andorra la Vella,Andorra,42.5076169,1.5331856,http://www.auraespai.com/,,+376 846 141,,False
621,Aura Café Vienna,Other,Wien,Austria,48.1737901,16.3783152,https://www.instagram.com/auravienna/,,+43 660 1540196,,False
622,Aura Beauty Space,Health & Wellbeing,Wien,Austria,48.22096029999999,16.3820022,https://www.instagram.com/auraspacevienna?igsh=YWtuODVpeHUwbG81&utm_source=qr,,+43 677 62409757,,False
623,Aurora Rooftop Bar,Other,Wien,Austria,48.1852166,16.3833195,https://www.bar-aurora.at/?utm_source=gmb&utm_medium=organic&utm_campaign=website,,+43 1 20577444901,,False
624,AURA Liegenschafts- und Objektverwertung GesmbH,Other,Wien,Austria,48.1948628,16.3582679,,,+43 1 58798670,,False
625,Aura Wedding Hochzeitsfotografin,Other,Wien,Austria,48.2113206,16.377647,http://www.aurawedding.studio/,,,,False
626,Hairstudio AURA,Creative Industries,Wien,Austria,48.1719659,16.3788598,https://www.tiktok.com/@hairstudio.aura?_t=8sSvyNxVIxs&_r=1,,+43 664 1311581,,False
627,Aurora.Elisabeta Fitness&Beauty,Health & Wellbeing,Wien,Austria,48.2013711,16.309417,https://www.aurora.wien/,,+43 664 2379946,,False
628,AURA-AGENCY,Other,Wien,Austria,48.1704655,16.4179783,,,,,False
629,Aura,Other,Minsk,Belarus,53.8922649,27.5856796,,,+375 44 526-00-00,,False
630,"Yuridicheskiye Uslugi - Yuridicheskaya Kompaniya ""Avrora""",Other,Minsk,Belarus,53.89823999999999,27.5456036,https://avrora-group.by/,,+375 29 632-27-20,,False
631,Shkola Zvozd Aura,Other,Minsk,Belarus,53.9254599,27.6153299,http://aura.by/,,+375 29 888-85-05,,False
632,Аура дома,Other,Minsk,Belarus,53.9263428,27.517552,http://auradoma.by/,,+375 29 614-44-00,,False
633,AURA SALON-PARIKMAHERSKAJA OOO MIHELEN,Health & Wellbeing,Minsk,Belarus,53.9298613,27.5467613,,,+375 29 199-08-32,,False
634,Studiya Krasoty Aura,Other,Minsk,Belarus,53.8945399,27.653709,https://www.instagram.com/aura_.beauty,,+375 29 350-20-51,,False
635,Aura Business,Other,Grimbergen,Belgium,50.9025955,4.3402086,https://aura.be/,,+32 2 462 32 01,,False
636,Aura,Other,Bruxelles,Belgium,50.8337924,4.3665966,https://www.instagram.com/auraclothesoflight,,+32 499 11 24 47,,False
637,AURA Nekretnine,Other,Sarajevo,Bosnia and Herzegovina,43.8627552,18.4051013,https://auranekretnine.ba/,,+387 61 560 888,,False
